13499;Comunicación asertiva
13499;Criterio y toma de decisiones
13499;Escucha activa
13499;Evaluación y control de actividades
13499;Gestión del tiempo
13499;Liderazgo
13499;Pensamiento crítico
13499;Redacción de textos
14110;Análisis de necesidades
14110;Comunicación asertiva
14110;Conciliación
14110;Criterio y toma de decisiones
14110;Escucha activa
14110;Evaluación y control de actividades
14110;Gestión de recursos de personal
14110;Gestión de recursos financieros
14110;Liderazgo
14110;Orientación al servicio
14110;Pensamiento crítico
14110;Proactividad
14110;Redacción de textos
14110;Relaciones interpersonales
14110;Trabajo en equipo
14110;Transmisión de conocimiento
14120;Comunicación asertiva
14120;Escucha activa
14120;Evaluación y control de actividades
14120;Gestión de recursos de personal
14120;Gestión del tiempo
14120;Orientación al servicio
14120;Pensamiento crítico
14120;Relaciones interpersonales
14120;Trabajo en equipo
14200;Comprensión de lectura
14200;Comunicación asertiva
14200;Escucha activa
14200;Evaluación y control de actividades
14200;Orientación al servicio
14200;Pensamiento crítico
14200;Persuasión
14200;Relaciones interpersonales
14200;Resolución de problemas complejos
14200;Trabajo bajo presión
14200;Trabajo en equipo
14311;Comprensión de lectura
14311;Comunicación asertiva
14311;Creatividad
14311;Criterio y toma de decisiones
14311;Escucha activa
14311;Evaluación y control de actividades
14311;Pensamiento crítico
14311;Persuasión
14311;Redacción de textos
14311;Trabajo en equipo
14312;Comprensión de lectura
14312;Comunicación asertiva
14312;Creatividad
14312;Criterio y toma de decisiones
14312;Escucha activa
14312;Evaluación y control de actividades
14312;Gestión del tiempo
14312;Liderazgo
14312;Pensamiento crítico
14312;Trabajo en equipo
14391;Comprensión de lectura
14391;Conciliación
14391;Escucha activa
14391;Liderazgo
14391;Manejo de imprevistos
14391;Orientación al servicio
14391;Pensamiento crítico
14391;Relaciones interpersonales
14391;Resolución de problemas complejos
14399;Comprensión de lectura
14399;Comunicación asertiva
14399;Escucha activa
14399;Evaluación y control de actividades
14399;Liderazgo
14399;Orientación al servicio
14399;Pensamiento crítico
14399;Persuasión
14399;Relaciones interpersonales
14399;Resolución de problemas complejos
14399;Trabajo en equipo
21110;Aprendizaje aplicado
21110;Diseño de tecnología
21110;Evaluación y control de actividades
21110;Lógica matemática
21110;Pensamiento crítico
21110;Programación
21110;Redacción de textos
21110;Resolución de problemas complejos
21110;Transmisión de conocimiento
21110;Vigilancia de las operaciones
21120;Análisis de procesos
21120;Aprendizaje aplicado
21120;Comunicación asertiva
21120;Criterio y toma de decisiones
21120;Redacción de textos
21120;Resolución de problemas complejos
21120;Vigilancia de las operaciones
21130;Análisis de control de calidad
21130;Análisis de procesos
21130;Aprendizaje aplicado
21130;Comunicación asertiva
21130;Evaluación y control de actividades
21130;Pensamiento crítico
21130;Resolución de problemas complejos
21141;Análisis de procesos
21141;Aprendizaje aplicado
21141;Comunicación asertiva
21141;Criterio y toma de decisiones
21141;Gestión de recursos materiales
21141;Manejo de imprevistos
21141;Pensamiento crítico
21141;Resolución de problemas complejos
21141;Trabajo en equipo
21142;Análisis de control de calidad
21142;Comunicación asertiva
21142;Criterio y toma de decisiones
21142;Orientación al servicio
21200;Aprendizaje aplicado
21200;Comprensión de lectura
21200;Criterio y toma de decisiones
21200;Lógica matemática
21200;Pensamiento crítico
21200;Resolución de problemas complejos
21310;Análisis de control de calidad
21310;Análisis de necesidades
21310;Análisis de procesos
21310;Aprendizaje aplicado
21310;Comprensión de lectura
21310;Comunicación asertiva
21310;Creatividad
21310;Criterio y toma de decisiones
21310;Evaluación y control de actividades
21310;Flexibilidad y adaptabilidad
21310;Gestión de recursos de personal
21310;Gestión de recursos materiales
21310;Lógica matemática
21310;Pensamiento crítico
21310;Proactividad
21310;Redacción de textos
21310;Resolución de problemas complejos
21310;Trabajo en equipo
21310;Transmisión de conocimiento
21310;Vigilancia de las operaciones
21321;Aprendizaje aplicado
21321;Comunicación asertiva
21321;Criterio y toma de decisiones
21321;Evaluación y control de actividades
21321;Pensamiento crítico
21321;Resolución de problemas complejos
21321;Vigilancia de las operaciones
21322;Aprendizaje aplicado
21322;Comunicación asertiva
21322;Creatividad
21322;Criterio y toma de decisiones
21322;Evaluación y control de actividades
21322;Flexibilidad y adaptabilidad
21322;Gestión de recursos de personal
21322;Gestión del tiempo
21322;Liderazgo
21322;Orientación al servicio
21322;Pensamiento crítico
21322;Persuasión
21322;Resolución de problemas complejos
21322;Trabajo en equipo
21322;Transmisión de conocimiento
21322;Vigilancia de las operaciones
21323;Comunicación asertiva
21323;Estrategias para el aprendizaje
21323;Liderazgo
21323;Orientación al servicio
21323;Resolución de problemas complejos
21331;Análisis de control de calidad
21331;Análisis de necesidades
21331;Análisis de procesos
21331;Aprendizaje aplicado
21331;Criterio y toma de decisiones
21331;Diseño de tecnología
21331;Evaluación y control de actividades
21331;Pensamiento crítico
21331;Proactividad
21331;Resolución de problemas complejos
21331;Vigilancia de las operaciones
21332;Análisis de necesidades
21332;Comunicación asertiva
21332;Conciliación
21332;Criterio y toma de decisiones
21332;Evaluación y control de actividades
21332;Gestión de recursos de personal
21332;Gestión de recursos financieros
21332;Gestión de recursos materiales
21332;Liderazgo
21332;Manejo de imprevistos
21332;Orientación al servicio
21332;Proactividad
21332;Relaciones interpersonales
21332;Resolución de problemas complejos
21332;Trabajo bajo presión
21332;Trabajo en equipo
21332;Vigilancia de las operaciones
21410;Análisis de control de calidad
21410;Análisis de necesidades
21410;Comunicación asertiva
21410;Criterio y toma de decisiones
21410;Evaluación y control de actividades
21410;Flexibilidad y adaptabilidad
21410;Gestión de recursos de personal
21410;Gestión del tiempo
21410;Liderazgo
21410;Orientación al servicio
21410;Pensamiento crítico
21410;Programación
21410;Resolución de problemas complejos
21410;Selección de equipo
21410;Trabajo en equipo
21420;Análisis de control de calidad
21420;Análisis de necesidades
21420;Comprensión de lectura
21420;Comunicación asertiva
21420;Criterio y toma de decisiones
21420;Diseño de tecnología
21420;Evaluación y control de actividades
21420;Gestión de recursos materiales
21420;Gestión del tiempo
21420;Lógica matemática
21420;Manejo de imprevistos
21420;Pensamiento crítico
21420;Resolución de problemas complejos
21420;Trabajo bajo presión
21420;Trabajo en equipo
21430;Análisis de control de calidad
21430;Análisis de necesidades
21430;Análisis de procesos
21430;Comunicación asertiva
21430;Criterio y toma de decisiones
21430;Evaluación y control de actividades
21430;Orientación al servicio
