Estad¡sticas de interfaz;Recibidos;Enviados
Bytes;3464643858;181883679
Paquetes de unidifusi¢n;13902480;13209903
Paquetes no de unidifusi¢n;40491;26991
Descartados;0;0
Errores;0;0
Protocolos desconocidos;0
Estad¡sticas de interfaz;Recibidos;Enviados
Bytes;3464740212;181888611
Paquetes de unidifusi¢n;13902507;13209939
Paquetes no de unidifusi¢n;40707;27018
Descartados;0;0
Errores;0;0
Protocolos desconocidos;0
Estad¡sticas de interfaz;Recibidos;Enviados
Bytes;3464743830;181898061
Paquetes de unidifusi¢n;13902570;13210083
Paquetes no de unidifusi¢n;40707;27036
Descartados;0;0
Errores;0;0
Protocolos desconocidos;0
Estad¡sticas de interfaz;Recibidos;Enviados
Bytes;3464745414;181901958
Paquetes de unidifusi¢n;13902588;13210137
Paquetes no de unidifusi¢n;40707;27036
Descartados;0;0
Errores;0;0
Protocolos desconocidos;0
Estad¡sticas de interfaz;Recibidos;Enviados
Bytes;3464748996;181905864
Paquetes de unidifusi¢n;13902624;13210200
Paquetes no de unidifusi¢n;40716;27036
Descartados;0;0
Errores;0;0
Protocolos desconocidos;0
Estad¡sticas de interfaz;Recibidos;Enviados
Bytes;3464752452;181909851
Paquetes de unidifusi¢n;13902669;13210254
Paquetes no de unidifusi¢n;40716;27036
Descartados;0;0
Errores;0;0
Protocolos desconocidos;0
Estad¡sticas de interfaz;Recibidos;Enviados
Bytes;3464858049;182126589
Paquetes de unidifusi¢n;13902930;13210578
Paquetes no de unidifusi¢n;40725;27369
Descartados;0;0
Errores;0;0
Protocolos desconocidos;0
Estad¡sticas de interfaz;Recibidos;Enviados
Bytes;3464958759;182132367
Paquetes de unidifusi¢n;13902957;13210650
Paquetes no de unidifusi¢n;40941;27387
Descartados;0;0
Errores;0;0
Protocolos desconocidos;0
Estad¡sticas de interfaz;Recibidos;Enviados
Bytes;3464970477;182159376
Paquetes de unidifusi¢n;13903101;13210920
Paquetes no de unidifusi¢n;40941;27396
Descartados;0;0
Errores;0;0
Protocolos desconocidos;0
Estad¡sticas de interfaz;Recibidos;Enviados
Bytes;3465006227;182194143
Paquetes de unidifusi¢n;13903381;13211244
Paquetes no de unidifusi¢n;40941;27396
Descartados;0;0
Errores;0;0
Protocolos desconocidos;0
Estad¡sticas de interfaz;Recibidos;Enviados
Bytes;3465078747;182227614
Paquetes de unidifusi¢n;13903479;13211442
Paquetes no de unidifusi¢n;40950;27405
Descartados;0;0
Errores;0;0
Protocolos desconocidos;0
Estad¡sticas de interfaz;Recibidos;Enviados
Bytes;3465082941;182236416
Paquetes de unidifusi¢n;13903542;13211550
Paquetes no de unidifusi¢n;40950;27423
Descartados;0;0
Errores;0;0
Protocolos desconocidos;0
Estad¡sticas de interfaz;Recibidos;Enviados
Bytes;3465158604;182280633
Paquetes de unidifusi¢n;13903695;13211748
Paquetes no de unidifusi¢n;40950;27423
Descartados;0;0
Errores;0;0
Protocolos desconocidos;0
Estad¡sticas de interfaz;Recibidos;Enviados
Bytes;3465260016;182285898
Paquetes de unidifusi¢n;13903749;13211811
Paquetes no de unidifusi¢n;41157;27432
Descartados;0;0
Errores;0;0
Protocolos desconocidos;0
Estad¡sticas de interfaz;Recibidos;Enviados
Bytes;3465726423;182562666
Paquetes de unidifusi¢n;13904838;13212801
Paquetes no de unidifusi¢n;41247;27468
Descartados;0;0
Errores;0;0
Protocolos desconocidos;0
Estad¡sticas de interfaz;Recibidos;Enviados
Bytes;3469345710;183968169
Paquetes de unidifusi¢n;13909752;13215555
Paquetes no de unidifusi¢n;41265;27522
Descartados;0;0
Errores;0;0
Protocolos desconocidos;0
Estad¡sticas de interfaz;Recibidos;Enviados
Bytes;3469680564;184150086
Paquetes de unidifusi¢n;13910337;13216041
Paquetes no de unidifusi¢n;41274;27549
Descartados;0;0
Errores;0;0
Protocolos desconocidos;0
Estad¡sticas de interfaz;Recibidos;Enviados
Bytes;3469706547;184172631
Paquetes de unidifusi¢n;13910508;13216230
Paquetes no de unidifusi¢n;41274;27549
Descartados;0;0
Errores;0;0
Protocolos desconocidos;0
Estad¡sticas de interfaz;Recibidos;Enviados
Bytes;3469707051;184175241
Paquetes de unidifusi¢n;13910508;13216266
Paquetes no de unidifusi¢n;41283;27558
Descartados;0;0
Errores;0;0
Protocolos desconocidos;0
Estad¡sticas de interfaz;Recibidos;Enviados
Bytes;3469893522;184352550
Paquetes de unidifusi¢n;13910904;13216617
Paquetes no de unidifusi¢n;41472;27639
Descartados;0;0
Errores;0;0
Protocolos desconocidos;0
Estad¡sticas de interfaz;Recibidos;Enviados
Bytes;3469904583;184361280
Paquetes de unidifusi¢n;13910940;13216689
Paquetes no de unidifusi¢n;41526;27684
Descartados;0;0
Errores;0;0
Protocolos desconocidos;0
Estad¡sticas de interfaz;Recibidos;Enviados
Bytes;3469911135;184389972
Paquetes de unidifusi¢n;13911030;13216788
Paquetes no de unidifusi¢n;41526;27693
Descartados;0;0
Errores;0;0
Protocolos desconocidos;0
Estad¡sticas de interfaz;Recibidos;Enviados
Bytes;3469914879;184395471
Paquetes de unidifusi¢n;13911066;13216860
Paquetes no de unidifusi¢n;41535;27720
Descartados;0;0
Errores;0;0
Protocolos desconocidos;0
Estad¡sticas de interfaz;Recibidos;Enviados
Bytes;3469924266;184437069
Paquetes de unidifusi¢n;13911165;13217049
Paquetes no de unidifusi¢n;41535;27783
Descartados;0;0
Errores;0;0
Protocolos desconocidos;0
Estad¡sticas de interfaz;Recibidos;Enviados
Bytes;3469928676;184444854
Paquetes de unidifusi¢n;13911219;13217130
Paquetes no de unidifusi¢n;41535;27819
Descartados;0;0
Errores;0;0
Protocolos desconocidos;0
Estad¡sticas de interfaz;Recibidos;Enviados
Bytes;3470029602;184448076
Paquetes de unidifusi¢n;13911273;13217184
Paquetes no de unidifusi¢n;41742;27819
Descartados;0;0
Errores;0;0
Protocolos desconocidos;0
Estad¡sticas de interfaz;Recibidos;Enviados
Bytes;3470045829;184459470
Paquetes de unidifusi¢n;13911381;13217301
Paquetes no de unidifusi¢n;41787;27828
Descartados;0;0
Errores;0;0
Protocolos desconocidos;0
Estad¡sticas de interfaz;Recibidos;Enviados
Bytes;3470050527;184467597
Paquetes de unidifusi¢n;13911444;13217373
Paquetes no de unidifusi¢n;41805;27909
Descartados;0;0
Errores;0;0
Protocolos desconocidos;0
Estad¡sticas de interfaz;Recibidos;Enviados
Bytes;3470054451;184474221
Paquetes de unidifusi¢n;13911471;13217418
Paquetes no de unidifusi¢n;41814;27963
Descartados;0;0
Errores;0;0
Protocolos desconocidos;0
Estad¡sticas de interfaz;Recibidos;Enviados
Bytes;3470056827;184476606
Paquetes de unidifusi¢n;13911507;13217454
Paquetes no de unidifusi¢n;41814;27963
Descartados;0;0
Errores;0;0
Protocolos desconocidos;0
Estad¡sticas de interfaz;Recibidos;Enviados
Bytes;3470058933;184479711
Paquetes de unidifusi¢n;13911543;13217508
Paquetes no de unidifusi¢n;41814;27963
Descartados;0;0
Errores;0;0
Protocolos desconocidos;0
Estad¡sticas de interfaz;Recibidos;Enviados
Bytes;3470166537;184482942
Paquetes de unidifusi¢n;13911561;13217544
Paquetes no de unidifusi¢n;42093;27990
Descartados;0;0
Errores;0;0
Protocolos desconocidos;0
Estad¡sticas de interfaz;Recibidos;Enviados
Bytes;3470177058;184490322
Paquetes de unidifusi¢n;13911642;13217643
Paquetes no de unidifusi¢n;42120;27990
Descartados;0;0
Errores;0;0
Protocolos desconocidos;0
Estad¡sticas de interfaz;Recibidos;Enviados
Bytes;3470180316;184494759
Paquetes de unidifusi¢n;13911687;13217679
Paquetes no de unidifusi¢n;42120;28008
Descartados;0;0
Errores;0;0
Protocolos desconocidos;0
Estad¡sticas de interfaz;Recibidos;Enviados
Bytes;3470182836;184500717
Paquetes de unidifusi¢n;13911732;13217778
Paquetes no de unidifusi¢n;42120;28008
Descartados;0;0
Errores;0;0
Protocolos desconocidos;0
Estad¡sticas de interfaz;Recibidos;Enviados
Bytes;3470183934;184505748
Paquetes de unidifusi¢n;13911750;13217850
Paquetes no de unidifusi¢n;42120;28017
Descartados;0;0
Errores;0;0
Protocolos desconocidos;0
Estad¡sticas de interfaz;Recibidos;Enviados
Bytes;3470188038;184512255
Paquetes de unidifusi¢n;13911813;13217949
Paquetes no de unidifusi¢n;42120;28017
Descartados;0;0
Errores;0;0
Protocolos desconocidos;0
Estad¡sticas de interfaz;Recibidos;Enviados
Bytes;3470287056;184513524
Paquetes de unidifusi¢n;13911831;13217967
Paquetes no de unidifusi¢n;42327;28017
Descartados;0;0
Errores;0;0
Protocolos desconocidos;0
Estad¡sticas de interfaz;Recibidos;Enviados
Bytes;3470290080;184519977
Paquetes de unidifusi¢n;13911885;13218075
Paquetes no de unidifusi¢n;42327;28017
Descartados;0;0
Errores;0;0
Protocolos desconocidos;0
Estad¡sticas de interfaz;Recibidos;Enviados
Bytes;3470291592;184525764
Paquetes de unidifusi¢n;13911912;13218156
Paquetes no de unidifusi¢n;42327;28026
Descartados;0;0
Errores;0;0
Protocolos desconocidos;0
Estad¡sticas de interfaz;Recibidos;Enviados
Bytes;3470296254;184533135
Paquetes de unidifusi¢n;13911957;13218237
Paquetes no de unidifusi¢n;42336;28044
Descartados;0;0
Errores;0;0
Protocolos desconocidos;0
Estad¡sticas de interfaz;Recibidos;Enviados
Bytes;3470299602;184537140
Paquetes de unidifusi¢n;13912002;13218282
Paquetes no de unidifusi¢n;42336;28053
Descartados;0;0
Errores;0;0
Protocolos desconocidos;0
Estad¡sticas de interfaz;Recibidos;Enviados
Bytes;3470302122;184542360
Paquetes de unidifusi¢n;13912047;13218363
Paquetes no de unidifusi¢n;42336;28062
Descartados;0;0
Errores;0;0
Protocolos desconocidos;0
Estad¡sticas de interfaz;Recibidos;Enviados
Bytes;3470401446;184547733
Paquetes de unidifusi¢n;13912065;13218417
Paquetes no de unidifusi¢n;42552;28116
Descartados;0;0
Errores;0;0
Protocolos desconocidos;0
Estad¡sticas de interfaz;Recibidos;Enviados
Bytes;3470668908;184794108
Paquetes de unidifusi¢n;13912542;13218948
Paquetes no de unidifusi¢n;42561;28170
Descartados;0;0
Errores;0;0
Protocolos desconocidos;0
Estad¡sticas de interfaz;Recibidos;Enviados
Bytes;3470693694;184812882
Paquetes de unidifusi¢n;13912704;13219110
Paquetes no de unidifusi¢n;42561;28188
Descartados;0;0
Errores;0;0
Protocolos desconocidos;0
Estad¡sticas de interfaz;Recibidos;Enviados
Bytes;3470698050;184818498
Paquetes de unidifusi¢n;13912749;13219191
Paquetes no de unidifusi¢n;42570;28197
Descartados;0;0
Errores;0;0
Protocolos desconocidos;0
Estad¡sticas de interfaz;Recibidos;Enviados
Bytes;3470699148;184824681
Paquetes de unidifusi¢n;13912767;13219245
Paquetes no de unidifusi¢n;42570;28260
Descartados;0;0
Errores;0;0
Protocolos desconocidos;0
Estad¡sticas de interfaz;Recibidos;Enviados
Bytes;3470765046;185051202
Paquetes de unidifusi¢n;13912992;13219479
Paquetes no de unidifusi¢n;42570;28287
Descartados;0;0
Errores;0;0
Protocolos desconocidos;0
Estad¡sticas de interfaz;Recibidos;Enviados
Bytes;3470866512;185054298
Paquetes de unidifusi¢n;13913046;13219533
Paquetes no de unidifusi¢n;42777;28287
Descartados;0;0
Errores;0;0
Protocolos desconocidos;0
Estad¡sticas de interfaz;Recibidos;Enviados
Bytes;3470868024;185175807
Paquetes de unidifusi¢n;13913073;13219605
Paquetes no de unidifusi¢n;42777;28503
Descartados;0;0
Errores;0;0
Protocolos desconocidos;0
Estad¡sticas de interfaz;Recibidos;Enviados
Bytes;3470870616;185240634
Paquetes de unidifusi¢n;13913118;13219713
Paquetes no de unidifusi¢n;42777;28611
Descartados;0;0
Errores;0;0
Protocolos desconocidos;0
Estad¡sticas de interfaz;Recibidos;Enviados
Bytes;3470908956;185266770
Paquetes de unidifusi¢n;13913235;13219893
Paquetes no de unidifusi¢n;42786;28629
Descartados;0;0
Errores;0;0
Protocolos desconocidos;0
Estad¡sticas de interfaz;Recibidos;Enviados
Bytes;3470914122;185273259
Paquetes de unidifusi¢n;13913298;13219965
Paquetes no de unidifusi¢n;42804;28656
Descartados;0;0
Errores;0;0
Protocolos desconocidos;0
Estad¡sticas de interfaz;Recibidos;Enviados
Bytes;3470915490;185276472
Paquetes de unidifusi¢n;13913316;13219992
Paquetes no de unidifusi¢n;42804;28683
Descartados;0;0
Errores;0;0
Protocolos desconocidos;0
Estad¡sticas de interfaz;Recibidos;Enviados
Bytes;3471014832;185285193
Paquetes de unidifusi¢n;13913370;13220100
Paquetes no de unidifusi¢n;43002;28737
Descartados;0;0
Errores;0;0
Protocolos desconocidos;0
Estad¡sticas de interfaz;Recibidos;Enviados
Bytes;3471021582;185294328
Paquetes de unidifusi¢n;13913406;13220181
Paquetes no de unidifusi¢n;43020;28782
Descartados;0;0
Errores;0;0
Protocolos desconocidos;0
Estad¡sticas de interfaz;Recibidos;Enviados
Bytes;3471028026;185299431
Paquetes de unidifusi¢n;13913496;13220244
Paquetes no de unidifusi¢n;43029;28800
Descartados;0;0
Errores;0;0
Protocolos desconocidos;0
Estad¡sticas de interfaz;Recibidos;Enviados
Bytes;3471028026;185301735
Paquetes de unidifusi¢n;13913496;13220262
Paquetes no de unidifusi¢n;43029;28818
Descartados;0;0
Errores;0;0
Protocolos desconocidos;0
Estad¡sticas de interfaz;Recibidos;Enviados
Bytes;3471034281;185312553
Paquetes de unidifusi¢n;13913568;13220379
Paquetes no de unidifusi¢n;43038;28890
Descartados;0;0
Errores;0;0
Protocolos desconocidos;0
Estad¡sticas de interfaz;Recibidos;Enviados
Bytes;3471036432;185319294
Paquetes de unidifusi¢n;13913586;13220433
Paquetes no de unidifusi¢n;43038;28926
Descartados;0;0
Errores;0;0
Protocolos desconocidos;0
Estad¡sticas de interfaz;Recibidos;Enviados
Bytes;3471039960;185323767
Paquetes de unidifusi¢n;13913649;13220496
Paquetes no de unidifusi¢n;43038;28935
Descartados;0;0
Errores;0;0
Protocolos desconocidos;0
Estad¡sticas de interfaz;Recibidos;Enviados
Bytes;3471040464;185324820
Paquetes de unidifusi¢n;13913658;13220514
Paquetes no de unidifusi¢n;43038;28935
Descartados;0;0
Errores;0;0
Protocolos desconocidos;0
Estad¡sticas de interfaz;Recibidos;Enviados
Bytes;3471043560;185330409
Paquetes de unidifusi¢n;13913712;13220595
Paquetes no de unidifusi¢n;43038;28944
Descartados;0;0
Errores;0;0
Protocolos desconocidos;0
Estad¡sticas de interfaz;Recibidos;Enviados
Bytes;3471045711;185334648
Paquetes de unidifusi¢n;13913730;13220640
Paquetes no de unidifusi¢n;43038;28944
Descartados;0;0
Errores;0;0
Protocolos desconocidos;0
Estad¡sticas de interfaz;Recibidos;Enviados
Bytes;3471049509;185338527
Paquetes de unidifusi¢n;13913793;13220703
Paquetes no de unidifusi¢n;43038;28944
Descartados;0;0
Errores;0;0
Protocolos desconocidos;0
Estad¡sticas de interfaz;Recibidos;Enviados
Bytes;3471050013;185339283
Paquetes de unidifusi¢n;13913802;13220712
Paquetes no de unidifusi¢n;43038;28953
Descartados;0;0
Errores;0;0
Protocolos desconocidos;0
Estad¡sticas de interfaz;Recibidos;Enviados
Bytes;3471199287;185437824
Paquetes de unidifusi¢n;13914261;13221261
Paquetes no de unidifusi¢n;43038;29007
Descartados;0;0
Errores;0;0
Protocolos desconocidos;0
Estad¡sticas de interfaz;Recibidos;Enviados
Bytes;3471204471;185445276
Paquetes de unidifusi¢n;13914306;13221333
Paquetes no de unidifusi¢n;43038;29034
Descartados;0;0
Errores;0;0
Protocolos desconocidos;0
Estad¡sticas de interfaz;Recibidos;Enviados
Bytes;3471277066;185467200
Paquetes de unidifusi¢n;13914437;13221495
Paquetes no de unidifusi¢n;43038;29034
Descartados;0;0
Errores;0;0
Protocolos desconocidos;0
Estad¡sticas de interfaz;Recibidos;Enviados
Bytes;3471284103;185481312
Paquetes de unidifusi¢n;13914477;13221567
Paquetes no de unidifusi¢n;43038;29034
Descartados;0;0
Errores;0;0
Protocolos desconocidos;0
Estad¡sticas de interfaz;Recibidos;Enviados
Bytes;3471285615;185484975
Paquetes de unidifusi¢n;13914504;13221630
Paquetes no de unidifusi¢n;43038;29034
Descartados;0;0
Errores;0;0
Protocolos desconocidos;0
Estad¡sticas de interfaz;Recibidos;Enviados
Bytes;3471289791;185491095
Paquetes de unidifusi¢n;13914558;13221711
Paquetes no de unidifusi¢n;43038;29034
Descartados;0;0
Errores;0;0
Protocolos desconocidos;0
Estad¡sticas de interfaz;Recibidos;Enviados
Bytes;3471290295;185491590
Paquetes de unidifusi¢n;13914567;13221720
Paquetes no de unidifusi¢n;43038;29034
Descartados;0;0
Errores;0;0
Protocolos desconocidos;0
Estad¡sticas de interfaz;Recibidos;Enviados
Bytes;3471938898;185555805
Paquetes de unidifusi¢n;13915215;13222062
Paquetes no de unidifusi¢n;43038;29034
Descartados;0;0
Errores;0;0
Protocolos desconocidos;0
Estad¡sticas de interfaz;Recibidos;Enviados
Bytes;3471940176;185559981
Paquetes de unidifusi¢n;13915233;13222080
Paquetes no de unidifusi¢n;43038;29097
Descartados;0;0
Errores;0;0
Protocolos desconocidos;0
Estad¡sticas de interfaz;Recibidos;Enviados
Bytes;3471943776;185565570
Paquetes de unidifusi¢n;13915287;13222143
Paquetes no de unidifusi¢n;43038;29124
Descartados;0;0
Errores;0;0
Protocolos desconocidos;0
Estad¡sticas de interfaz;Recibidos;Enviados
Bytes;3471943776;185566065
Paquetes de unidifusi¢n;13915287;13222152
Paquetes no de unidifusi¢n;43038;29124
Descartados;0;0
Errores;0;0
Protocolos desconocidos;0
Estad¡sticas de interfaz;Recibidos;Enviados
Bytes;3471947880;185570898
Paquetes de unidifusi¢n;13915350;13222224
Paquetes no de unidifusi¢n;43038;29124
Descartados;0;0
Errores;0;0
Protocolos desconocidos;0
Estad¡sticas de interfaz;Recibidos;Enviados
Bytes;3471949572;185574615
Paquetes de unidifusi¢n;13915377;13222287
Paquetes no de unidifusi¢n;43038;29124
Descartados;0;0
Errores;0;0
Protocolos desconocidos;0
